"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Yi S.; Song C.; Wang Q.; Wang L.; Heki K.; Sun W.","Yi, Shuang (56655885600); Song, Chunqiao (57209140844); Wang, Qiuyu (56979660100); Wang, Linsong (45662024200); Heki, Kosuke (7003965533); Sun, Wenke (7404011405)","56655885600; 57209140844; 56979660100; 45662024200; 7003965533; 7404011405","The potential of GRACE gravimetry to detect the heavy rainfall-induced impoundment of a small reservoir in the upper Yellow River","2017","Water Resources Research","53","8","","6562","6578","16","40","10.1002/2017WR020793","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026762087&doi=10.1002%2f2017WR020793&partnerID=40&md5=cfb4bd501e329a2d621138e6d21bd356","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85026762087"
"Dadson S.; Hall J.W.; Garrick D.; Sadoff C.; Grey D.; Whittington D.","Dadson, Simon (6507351719); Hall, Jim W. (57173422400); Garrick, Dustin (55190920000); Sadoff, Claudia (23967439400); Grey, David (15729076900); Whittington, Dale (35491960500)","6507351719; 57173422400; 55190920000; 23967439400; 15729076900; 35491960500","Water security, risk, and economic growth: Insights from a dynamical systems model","2017","Water Resources Research","53","8","","6425","6438","13","53","10.1002/2017WR020640","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026750837&doi=10.1002%2f2017WR020640&partnerID=40&md5=48aa80a7dc3e1b447b9483f51d1c9c32","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85026750837"
"Ma N.; Zhang Y.","Ma, Ning (56432112400); Zhang, Yinsheng (8907957600)","56432112400; 8907957600","Comment on “Rescaling the complementary relationship for land surface evaporation” by R. Crago et al.","2017","Water Resources Research","53","7","","6340","6342","2","7","10.1002/2017WR020892","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027528649&doi=10.1002%2f2017WR020892&partnerID=40&md5=1a0f4c2aa24b4c6e7059852e6aaf97ad","Article","Final","","Scopus","2-s2.0-85027528649"
"Zhuang L.; Hassanizadeh S.M.; Kleingeld P.J.; van Genuchten M.T.","Zhuang, L. (57188550886); Hassanizadeh, S.M. (7003438301); Kleingeld, P.J. (8404565200); van Genuchten, M.Th. (16409696500)","57188550886; 7003438301; 8404565200; 16409696500","Revisiting the horizontal redistribution of water in soils: Experiments and numerical modeling","2017","Water Resources Research","53","9","","7576","7589","13","8","10.1002/2017WR020410","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028620647&doi=10.1002%2f2017WR020410&partnerID=40&md5=0a7a55ed3020a493faaf5f8ae782ec0f","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85028620647"
"Destouni G.; Fischer I.; Prieto C.","Destouni, Georgia (7004302008); Fischer, Ida (58340047800); Prieto, Carmen (7102531036)","7004302008; 58340047800; 7102531036","Water quality and ecosystem management: Data-driven reality check of effects in streams and lakes","2017","Water Resources Research","53","8","","6395","6406","11","22","10.1002/2016WR019954","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026537324&doi=10.1002%2f2016WR019954&partnerID=40&md5=a141b89dc2c7dfc9b43ce6890f34b94c","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85026537324"
"Crago R.; Qualls R.; Szilagyi J.; Huntington J.","Crago, Richard (7004101749); Qualls, Russell (7003564831); Szilagyi, Jozsef (7005081455); Huntington, Justin (7006544303)","7004101749; 7003564831; 7005081455; 7006544303","Reply to comment by Ma and Zhang on “Rescaling the complementary relationship for land surface evaporation”","2017","Water Resources Research","53","7","","6343","6344","1","4","10.1002/2017WR021021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027527162&doi=10.1002%2f2017WR021021&partnerID=40&md5=9272e971af2e01bc534acef1e110f6fd","Letter","Final","","Scopus","2-s2.0-85027527162"
"Huizer S.; Karaoulis M.C.; Oude Essink G.H.P.; Bierkens M.F.P.","Huizer, S. (57191256754); Karaoulis, M.C. (36637529900); Oude Essink, G.H.P. (6603116881); Bierkens, M.F.P. (7004413991)","57191256754; 36637529900; 6603116881; 7004413991","Monitoring and simulation of salinity changes in response to tide and storm surges in a sandy coastal aquifer system","2017","Water Resources Research","53","8","","6487","6509","22","25","10.1002/2016WR020339","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026758954&doi=10.1002%2f2016WR020339&partnerID=40&md5=e490217ba0cf9b599024d9811ba1a54d","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85026758954"
"Ford W.I.; Fox J.F.; Pollock E.","Ford, William I. (43260888900); Fox, James F. (8846742700); Pollock, Erik (24528676200)","43260888900; 8846742700; 24528676200","Reducing equifinality using isotopes in a process-based stream nitrogen model highlights the flux of algal nitrogen from agricultural streams","2017","Water Resources Research","53","8","","6539","6561","22","21","10.1002/2017WR020607","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026736506&doi=10.1002%2f2017WR020607&partnerID=40&md5=41a674f85a2e01b1cb2d44f2c887abf6","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85026736506"
"Tahmasebi P.","Tahmasebi, Pejman (56123452600)","56123452600","HYPPS: A hybrid geostatistical modeling algorithm for subsurface modeling","2017","Water Resources Research","53","7","","5980","5997","17","49","10.1002/2017WR021078","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027513044&doi=10.1002%2f2017WR021078&partnerID=40&md5=bfc031a9bccc4c8a11108864dd947647","Article","Final","","Scopus","2-s2.0-85027513044"
"King L.M.; Simonovic S.P.; Hartford D.N.D.","King, L.M. (54782801300); Simonovic, S.P. (7006029957); Hartford, D.N.D. (6603551183)","54782801300; 7006029957; 6603551183","Using system dynamics simulation for assessment of hydropower system safety","2017","Water Resources Research","53","8","","7148","7174","26","26","10.1002/2017WR020834","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029689983&doi=10.1002%2f2017WR020834&partnerID=40&md5=495da2fde2c189db8b8849c78bac06fe","Article","Final","","Scopus","2-s2.0-85029689983"
"Hu R.; Wan J.; Kim Y.; Tokunaga T.K.","Hu, Ran (55238187800); Wan, Jiamin (7202353241); Kim, Yongman (34770915800); Tokunaga, Tetsu K. (7203014341)","55238187800; 7202353241; 34770915800; 7203014341","Wettability impact on supercritical CO2 capillary trapping: Pore-scale visualization and quantification","2017","Water Resources Research","53","8","","6377","6394","17","64","10.1002/2017WR020721","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026543784&doi=10.1002%2f2017WR020721&partnerID=40&md5=f182386472a20aca8379edf1d5ff27f8","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85026543784"
"Millar D.J.; Ewers B.E.; Mackay D.S.; Peckham S.; Reed D.E.; Sekoni A.","Millar, David J. (57191283682); Ewers, Brent E. (7003748374); Mackay, D. Scott (7402243803); Peckham, Scott (57204305442); Reed, David E. (56003239200); Sekoni, Adewale (57195630665)","57191283682; 7003748374; 7402243803; 57204305442; 56003239200; 57195630665","Improving ecosystem-scale modeling of evapotranspiration using ecological mechanisms that account for compensatory responses following disturbance","2017","Water Resources Research","53","9","","7853","7868","15","12","10.1002/2017WR020823","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029392936&doi=10.1002%2f2017WR020823&partnerID=40&md5=77b44dedd9de939ec9fac00a457710c4","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85029392936"
"Sanderson M.R.; Bergtold J.S.; Heier Stamm J.L.; Caldas M.M.; Ramsey S.M.","Sanderson, Matthew R. (24400153500); Bergtold, Jason S. (18633785200); Heier Stamm, Jessica L. (34978441700); Caldas, Marcellus M. (7005308033); Ramsey, Steven M. (57194423571)","24400153500; 18633785200; 34978441700; 7005308033; 57194423571","Bringing the “social” into sociohydrology: Conservation policy support in the Central Great Plains of Kansas, USA","2017","Water Resources Research","53","8","","6725","6743","18","49","10.1002/2017WR020659","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029717783&doi=10.1002%2f2017WR020659&partnerID=40&md5=c175c0b2d7fa251257665750b5dfb654","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85029717783"
"de la Fuente A.; Meruane C.","de la Fuente, Alberto (36880813200); Meruane, Carolina (36053387300)","36880813200; 36053387300","Spectral model for long-term computation of thermodynamics and potential evaporation in shallow wetlands","2017","Water Resources Research","53","9","","7696","7715","19","9","10.1002/2017WR020515","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031897888&doi=10.1002%2f2017WR020515&partnerID=40&md5=bdc42bac3be2b8893522ac3ba71af2f7","Article","Final","","Scopus","2-s2.0-85031897888"
"Fernández R.; Garcia M.H.","Fernández, Roberto (8656941600); Garcia, Marcelo H. (35577734800)","8656941600; 35577734800","Input-variable sensitivity assessment for sediment transport relations","2017","Water Resources Research","53","9","","8105","8119","14","4","10.1002/2016WR020249","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031900143&doi=10.1002%2f2016WR020249&partnerID=40&md5=3349824ef082bdf86d836611f7e7c536","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85031900143"
"Tian Z.; Wang J.","Tian, Zhiwei (14061282100); Wang, Junye (35739431800)","14061282100; 35739431800","Lattice Boltzmann simulation of CO2 reactive transport in network fractured media","2017","Water Resources Research","53","8","","7366","7381","15","17","10.1002/2017WR021063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029715243&doi=10.1002%2f2017WR021063&partnerID=40&md5=4bdbc0f87349c5436db96c0d13c762a9","Article","Final","","Scopus","2-s2.0-85029715243"
"Li A.; Aubeneau A.F.; Bolster D.; Tank J.L.; Packman A.I.","Li, Angang (57195735486); Aubeneau, Antoine F. (55200315700); Bolster, Diogo (57205870864); Tank, Jennifer L. (7004885835); Packman, Aaron I. (7005340209)","57195735486; 55200315700; 57205870864; 7004885835; 7005340209","Covariation in patterns of turbulence-driven hyporheic flow and denitrification enhances reach-scale nitrogen removal","2017","Water Resources Research","53","8","","6927","6944","17","25","10.1002/2016WR019949","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029676101&doi=10.1002%2f2016WR019949&partnerID=40&md5=1af8e2cb7078aa1d835920752c2adf0f","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85029676101"
"Sieg T.; Vogel K.; Merz B.; Kreibich H.","Sieg, Tobias (57195366505); Vogel, Kristin (55218553300); Merz, Bruno (7102395993); Kreibich, Heidi (8146124100)","57195366505; 55218553300; 7102395993; 8146124100","Tree-based flood damage modeling of companies: Damage processes and model performance","2017","Water Resources Research","53","7","","6050","6068","18","28","10.1002/2017WR020784","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027519055&doi=10.1002%2f2017WR020784&partnerID=40&md5=ccff55927cd407622f8bfbd271ed7cd0","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85027519055"
"Minaudo C.; Dupas R.; Gascuel-Odoux C.; Fovet O.; Mellander P.-E.; Jordan P.; Shore M.; Moatar F.","Minaudo, Camille (55764648200); Dupas, Rémi (55498856500); Gascuel-Odoux, Chantal (55957507100); Fovet, Ophélie (35361823100); Mellander, Per-Erik (6603235311); Jordan, Philip (7202540770); Shore, Mairead (55761947400); Moatar, Florentina (6507388160)","55764648200; 55498856500; 55957507100; 35361823100; 6603235311; 7202540770; 55761947400; 6507388160","Nonlinear empirical modeling to estimate phosphorus exports using continuous records of turbidity and discharge","2017","Water Resources Research","53","9","","7590","7606","16","30","10.1002/2017WR020590","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030462750&doi=10.1002%2f2017WR020590&partnerID=40&md5=d02df6657e39b6be78839898185a9571","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85030462750"
"Bottacin-Busolin A.","Bottacin-Busolin, Andrea (25631769900)","25631769900","Non-Fickian dispersion in open-channel flow over a porous bed","2017","Water Resources Research","53","8","","7426","7456","30","9","10.1002/2016WR020348","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029721510&doi=10.1002%2f2016WR020348&partnerID=40&md5=94a7dc0259388290c227b4ede006a2b7","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85029721510"
"Foudi S.; Osés-Eraso N.; Galarraga I.","Foudi, Sébastien (55241683000); Osés-Eraso, Nuria (16402656000); Galarraga, Ibon (6504712018)","55241683000; 16402656000; 6504712018","The effect of flooding on mental health: Lessons learned for building resilience","2017","Water Resources Research","53","7","","5831","5844","13","22","10.1002/2017WR020435","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027527979&doi=10.1002%2f2017WR020435&partnerID=40&md5=fbb0c1387d345c67d87460ec2338efb1","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85027527979"
"Kaufman M.H.; Cardenas M.B.; Buttles J.; Kessler A.J.; Cook P.L.M.","Kaufman, Matthew H. (57192699977); Cardenas, M. Bayani (7101944452); Buttles, Jim (6508004252); Kessler, Adam J. (55437020300); Cook, Perran L. M. (24829446500)","57192699977; 7101944452; 6508004252; 55437020300; 24829446500","Hyporheic hot moments: Dissolved oxygen dynamics in the hyporheic zone in response to surface flow perturbations","2017","Water Resources Research","53","8","","6642","6662","20","53","10.1002/2016WR020296","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029703024&doi=10.1002%2f2016WR020296&partnerID=40&md5=521a933df6545e0deb016ae03dc462ea","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85029703024"
"Šimková T.","Šimková, Tereza (57193674997)","57193674997","Homogeneity testing for spatially correlated data in multivariate regional frequency analysis","2017","Water Resources Research","53","8","","7012","7028","16","7","10.1002/2016WR020295","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029685950&doi=10.1002%2f2016WR020295&partnerID=40&md5=02d6cd6aec35baa5041572fa54862c22","Article","Final","","Scopus","2-s2.0-85029685950"
"Borgonovo E.; Lu X.; Plischke E.; Rakovec O.; Hill M.C.","Borgonovo, E. (6603293949); Lu, X. (57215668539); Plischke, E. (35199038300); Rakovec, O. (37073347900); Hill, M.C. (57212619667)","6603293949; 57215668539; 35199038300; 37073347900; 57212619667","Making the most out of a hydrological model data set: Sensitivity analyses to open the model black-box","2017","Water Resources Research","53","9","","7933","7950","17","44","10.1002/2017WR020767","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030105143&doi=10.1002%2f2017WR020767&partnerID=40&md5=bb0f592f27af954c21237e1a3ffb2755","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85030105143"
"Gurung Y.; Zhao J.; Kumar KC B.; Wu X.; Suwal B.; Whittington D.","Gurung, Yogendra (55387345100); Zhao, Jane (57195372888); Kumar KC, Bal (57195374118); Wu, Xun (8506514700); Suwal, Bhim (57195369325); Whittington, Dale (35491960500)","55387345100; 57195372888; 57195374118; 8506514700; 57195369325; 35491960500","The costs of delay in infrastructure investments: A comparison of 2001 and 2014 household water supply coping costs in the Kathmandu Valley, Nepal","2017","Water Resources Research","53","8","","7078","7102","24","27","10.1002/2016WR019529","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027529636&doi=10.1002%2f2016WR019529&partnerID=40&md5=1f2c7e1aa01d12d7fbb125b67bb1356e","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85027529636"
"Katyaini S.; Barua A.","Katyaini, Suparana (55328792800); Barua, Anamika (21734267200)","55328792800; 21734267200","Assessment of interstate virtual water flows embedded in agriculture to mitigate water scarcity in India (1996–2014)","2017","Water Resources Research","53","8","","7382","7400","18","15","10.1002/2016WR020247","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029707505&doi=10.1002%2f2016WR020247&partnerID=40&md5=b0c7772239b78beaf29579e488723453","Article","Final","","Scopus","2-s2.0-85029707505"
"Revil A.; Coperey A.; Shao Z.; Florsch N.; Fabricius I.L.; Deng Y.; Delsman J.R.; Pauw P.S.; Karaoulis M.; de Louw P.G.B.; van Baaren E.S.; Dabekaussen W.; Menkovic A.; Gunnink J.L.","Revil, A. (57203079832); Coperey, A. (57195732532); Shao, Z. (55356069800); Florsch, N. (6602746357); Fabricius, I.L. (6602859774); Deng, Y. (56937442200); Delsman, J.R. (55910440700); Pauw, P.S. (54412903200); Karaoulis, M. (36637529900); de Louw, P.G.B. (14053794300); van Baaren, E.S. (36601885300); Dabekaussen, W. (57195739164); Menkovic, A. (35867352300); Gunnink, J.L. (15837144900)","57203079832; 57195732532; 55356069800; 6602746357; 6602859774; 56937442200; 55910440700; 54412903200; 36637529900; 14053794300; 36601885300; 57195739164; 35867352300; 15837144900","Complex conductivity of soils","2017","Water Resources Research","53","8","","7121","7147","26","97","10.1002/2017WR020655","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029685315&doi=10.1002%2f2017WR020655&partnerID=40&md5=f5e3ba0884ee259af782a7d41b8d82f2","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85029685315"
