"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Guerrero M.; Federico V.D.; Lamberti A.","Guerrero, Massimo (57720287500); Federico, Vittorio Di (6701431146); Lamberti, Alberto (7004525629)","57720287500; 6701431146; 7004525629","Calibration of a 2-D morphodynamic model using water-sediment flux maps derived from an ADCP recording","2013","Journal of Hydroinformatics","15","3","","813","828","15","31","10.2166/hydro.2012.126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883566836&doi=10.2166%2fhydro.2012.126&partnerID=40&md5=8c347baeef8ff709e5c7ba4d8dc5cdda","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84883566836"
"Altomare C.; Gironella X.; Laucelli D.","Altomare, C. (55846959400); Gironella, X. (6506080660); Laucelli, D. (8528431500)","55846959400; 6506080660; 8528431500","Evolutionary data-modelling of an innovative low reflective vertical quay","2013","Journal of Hydroinformatics","15","3","","763","779","16","9","10.2166/hydro.2012.219","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883584601&doi=10.2166%2fhydro.2012.219&partnerID=40&md5=b2225bca78ac1086c76e8482fce4c61f","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84883584601"
"Ehsan Shafiee M.; Zechman E.M.","Ehsan Shafiee, M. (55847193600); Zechman, Emily M. (6506331398)","55847193600; 6506331398","An agent-based modeling framework for sociotechnical simulation of water distribution contamination events","2013","Journal of Hydroinformatics","15","3","","862","880","18","44","10.2166/hydro.2013.158","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883591656&doi=10.2166%2fhydro.2013.158&partnerID=40&md5=3f3f03276eddd0f159585aff03943e21","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84883591656"
"Van Ekeren H.; Negenborn R.R.; Van Overloop P.J.; De Schutter B.","Van Ekeren, H. (43761710700); Negenborn, R.R. (16480813000); Van Overloop, P.J. (8265531400); De Schutter, B. (55086952900)","43761710700; 16480813000; 8265531400; 55086952900","Time-instant optimization for hybrid model predictive control of the Rhine-Meuse delta","2013","Journal of Hydroinformatics","15","2","","271","292","21","10","10.2166/hydro.2013.177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876397581&doi=10.2166%2fhydro.2013.177&partnerID=40&md5=cc6cfbb51e815f8e565efc6547d8a8aa","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84876397581"
"Hwang Y.-H.; Huang H.-S.; Chung N.-M.; Wang P.-Y.","Hwang, Yao-Hsin (7402311620); Huang, Ho-Shuenn (36655839000); Chung, Nien-Mien (57197001306); Wang, Pai-Yi (55846994800)","7402311620; 36655839000; 57197001306; 55846994800","Particle method of characteristics (PMOC) for unsteady pipe flow","2013","Journal of Hydroinformatics","15","3","","780","797","17","4","10.2166/hydro.2012.116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883569544&doi=10.2166%2fhydro.2012.116&partnerID=40&md5=c399ba963b5c37c1e864bd776bb18807","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84883569544"
"Juez C.; Murillo J.; García-Navarro P.","Juez, Carmelo (55436722200); Murillo, Javier (8940529000); García-Navarro, Pilar (55394722300)","55436722200; 8940529000; 55394722300","Numerical assessment of bed-load discharge formulations for transient flow in 1D and 2D situations","2013","Journal of Hydroinformatics","15","4","","1234","1257","23","34","10.2166/hydro.2013.153","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891780357&doi=10.2166%2fhydro.2013.153&partnerID=40&md5=3b890b3b6103f1297d341161d66d3551","IWA Publishing","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84891780357"
"Li L.; Xu Z.; Li Y.; Liu W.; Zhang L.","Li, Lei (55992233900); Xu, Zongxue (55588955400); Li, Yanli (56194253700); Liu, Wenfeng (56178241100); Zhang, Lanying (55992327300)","55992233900; 55588955400; 56194253700; 56178241100; 55992327300","A preprocessing program for a distributed hydrological model: Development and application","2013","Journal of Hydroinformatics","15","4","","1258","1275","17","3","10.2166/hydro.2013.140","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891804896&doi=10.2166%2fhydro.2013.140&partnerID=40&md5=d269e8e2f0b5568a5c07e701074c8d6a","IWA Publishing","Conference paper","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84891804896"
"Aguayo M.; Yu Z.; Piasecki M.; Montalto F.","Aguayo, Miguel (36336847500); Yu, Ziwen (56299036000); Piasecki, Michael (7004429912); Montalto, Franco (9746215600)","36336847500; 56299036000; 7004429912; 9746215600","Development of a web application for Low Impact Development Rapid Assessment (LIDRA)","2013","Journal of Hydroinformatics","15","4","","1276","1295","19","6","10.2166/hydro.2013.080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891771974&doi=10.2166%2fhydro.2013.080&partnerID=40&md5=21d4fba41fc8f6b2980f2dc95122b540","IWA Publishing","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84891771974"
"Nourani V.; Parhizkar M.","Nourani, Vahid (13906150400); Parhizkar, Masoumeh (55847034300)","13906150400; 55847034300","Conjunction of SOM-based feature extraction method and hybrid wavelet-ANN approach for rainfall-runoff modeling","2013","Journal of Hydroinformatics","15","3","","829","848","19","58","10.2166/hydro.2013.141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883575824&doi=10.2166%2fhydro.2013.141&partnerID=40&md5=e1bad562ab9ac335fefb9ad80e6b1c92","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84883575824"
"René J.-R.; Madsen H.; Mark O.","René, Jeanne-Rose (55787446700); Madsen, Henrik (56519253700); Mark, Ole (6701807657)","55787446700; 56519253700; 6701807657","A methodology for probabilistic real-time forecasting - An urban case study","2013","Journal of Hydroinformatics","15","3","","751","762","11","9","10.2166/hydro.2012.031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883587723&doi=10.2166%2fhydro.2012.031&partnerID=40&md5=9fc9aba6e75840ecd7e82fbee2b08acf","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84883587723"
"Wang X.; Xie H.; Mazari N.; Zeitler J.; Sharif H.; Hammond W.","Wang, Xianwei (55736987700); Xie, Hongjie (7401672948); Mazari, Newfel (55655114900); Zeitler, Jon (6603217981); Sharif, Hatim (7006687017); Hammond, Weldon (8730476300)","55736987700; 7401672948; 55655114900; 6603217981; 7006687017; 8730476300","Evaluation of a near-real time NEXRAD DSP product in evolution of heavy rain events on the Upper Guadalupe River Basin, Texas","2013","Journal of Hydroinformatics","15","2","","464","485","21","3","10.2166/hydro.2012.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876389924&doi=10.2166%2fhydro.2012.016&partnerID=40&md5=6a25c5fb464c7c86d6d0d2591c76866b","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84876389924"
"Freni G.; Marchis M.D.; Napoli E.","Freni, Gabriele (23392716300); Marchis, Mauro De (24824092200); Napoli, Enrico (7006765056)","23392716300; 24824092200; 7006765056","Implementation of pressure reduction valves in a dynamic water distribution numerical model to control the inequality in water supply","2014","Journal of Hydroinformatics","16","1","","207","217","10","33","10.2166/hydro.2013.032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897486233&doi=10.2166%2fhydro.2013.032&partnerID=40&md5=461477a69b2b81d63da34ef3943d8383","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84897486233"
"Zhang C.; Gao X.; Wang L.; Chen Y.","Zhang, Chen (56682280100); Gao, Xueping (55712066200); Wang, Liyi (37051486000); Chen, Yuanyuan (57196460401)","56682280100; 55712066200; 37051486000; 57196460401","Analysis of agricultural pollution by flood flow impact on water quality in a reservoir using a three-dimensional water quality model","2013","Journal of Hydroinformatics","15","4","","1061","1072","11","28","10.2166/hydro.2012.131","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891815599&doi=10.2166%2fhydro.2012.131&partnerID=40&md5=0d9e5e156af21c6b6f42c0267019cbaa","IWA Publishing","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84891815599"
"Shekofteh H.; Afyuni M.; Hajabbasi M.A.; Iversen B.V.; Nezamabadi-Pour H.; Abassi F.; Sheikholeslam F.","Shekofteh, Hosein (55655986700); Afyuni, Majid (6602346287); Hajabbasi, Mohammad Ali (6603284112); Iversen, Bo V. (10046416100); Nezamabadi-Pour, Hossein (6505904544); Abassi, Fariborz (55411863900); Sheikholeslam, Farid (9734035700)","55655986700; 6602346287; 6603284112; 10046416100; 6505904544; 55411863900; 9734035700","Nitrate leaching from a potato field using adaptive network-based fuzzy inference system","2013","Journal of Hydroinformatics","15","2","","503","515","12","9","10.2166/hydro.2012.075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876381082&doi=10.2166%2fhydro.2012.075&partnerID=40&md5=f22f24daad9a7ae2f02d48f610c83cf6","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84876381082"
"Dordević D.","Dordević, Dejana (8524889700)","8524889700","Numerical study of 3D flow at right-angled confluences with and without upstream planform curvature","2013","Journal of Hydroinformatics","15","4","","1073","1088","15","23","10.2166/hydro.2012.150","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891798299&doi=10.2166%2fhydro.2012.150&partnerID=40&md5=56d28256ccfa01e24e3ee018e2fbbf7d","IWA Publishing","Conference paper","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84891798299"
"Wang W.-C.; Xu D.-M.; Chau K.-W.; Chen S.","Wang, Wen-Chuan (55713538200); Xu, Dong-Mei (55683672100); Chau, Kwok-Wing (7202674661); Chen, Shouyu (8212096700)","55713538200; 55683672100; 7202674661; 8212096700","Improved annual rainfall-runoff forecasting using PSO-SVM model based on EEMD","2013","Journal of Hydroinformatics","15","4","","1377","1390","13","207","10.2166/hydro.2013.134","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891758350&doi=10.2166%2fhydro.2013.134&partnerID=40&md5=600c29ee357bb21fd4975cd0e013423e","IWA Publishing","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84891758350"
"Xiang X.; Xu X.; Tao J.","Xiang, Xianquan (36452458100); Xu, Xiaofu (55991946500); Tao, Jianhua (57196580676)","36452458100; 55991946500; 57196580676","Modelling chlorophyll-a in Bohai Bay based on hybrid soft computing approach","2013","Journal of Hydroinformatics","15","4","","1099","1108","9","6","10.2166/hydro.2012.146","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891818063&doi=10.2166%2fhydro.2012.146&partnerID=40&md5=09f5bd8023a4dbab28b43594215e8c15","IWA Publishing","Conference paper","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84891818063"
"Perelman L.; Housh M.; Ostfeld A.","Perelman, Lina (12241856500); Housh, Mashor (43261326600); Ostfeld, Avi (7005595203)","12241856500; 43261326600; 7005595203","Least-cost design of water distribution systems under demand uncertainty: The robust counterpart approach","2013","Journal of Hydroinformatics","15","3","","737","750","13","13","10.2166/hydro.2013.138","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883588499&doi=10.2166%2fhydro.2013.138&partnerID=40&md5=0a8e096137bc0ac4bdaba4889da10252","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84883588499"
"Ferrante M.; Massari C.; Todini E.; Brunone B.; Meniconi S.","Ferrante, M. (7006631622); Massari, C. (36773560600); Todini, E. (56279190400); Brunone, B. (6603067350); Meniconi, S. (57200611603)","7006631622; 36773560600; 56279190400; 6603067350; 57200611603","Experimental investigation of leak hydraulics","2013","Journal of Hydroinformatics","15","3","","666","675","9","21","10.2166/hydro.2012.034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882615547&doi=10.2166%2fhydro.2012.034&partnerID=40&md5=3b6e243a68399f7a1132d43e8c204d33","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84882615547"
"Yang A.L.; Huang G.H.; Qin X.S.; Li L.; Li W.","Yang, A.L. (55418278100); Huang, G.H. (55489745300); Qin, X.S. (7202154926); Li, L. (56342487200); Li, W. (56178782600)","55418278100; 55489745300; 7202154926; 56342487200; 56178782600","Seeking optimal groundwater pumping strategies at Pinggu District in Beijing, China","2013","Journal of Hydroinformatics","15","2","","607","619","12","2","10.2166/hydro.2012.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876351678&doi=10.2166%2fhydro.2012.006&partnerID=40&md5=657169dacef8c2526d3246ab4b6e835e","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84876351678"
"Vojinovic Z.; Abebe Y.A.; Ranasinghe R.; Vacher A.; Martens P.; Mandl D.J.; Frye S.W.; Van Ettinger E.; De Zeeuw R.","Vojinovic, Z. (23091965300); Abebe, Y.A. (55990162500); Ranasinghe, R. (6603050272); Vacher, A. (55991043800); Martens, P. (55991924200); Mandl, D.J. (6508088858); Frye, S.W. (9335934600); Van Ettinger, E. (55992043600); De Zeeuw, R. (39561050700)","23091965300; 55990162500; 6603050272; 55991043800; 55991924200; 6508088858; 9335934600; 55992043600; 39561050700","A machine learning approach for estimation of shallow water depths from optical satellite images and sonar measurements","2013","Journal of Hydroinformatics","15","4","","1408","1424","16","28","10.2166/hydro.2013.234","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891812513&doi=10.2166%2fhydro.2013.234&partnerID=40&md5=45fa01302667903767e36bccd4821ac0","IWA Publishing","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84891812513"
"Romano M.; Kapelan Z.; Savić D.A.","Romano, Michele (55837776700); Kapelan, Zoran (8273940200); Savić, Dragan A. (35580202000)","55837776700; 8273940200; 35580202000","Geostatistical techniques for approximate location of pipe burst events in water distribution systems","2013","Journal of Hydroinformatics","15","3","","634","651","17","46","10.2166/hydro.2013.094","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882735696&doi=10.2166%2fhydro.2013.094&partnerID=40&md5=6de3a2c0e6d3af58fb9cc6401250b368","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84882735696"
"Liu G.; Guan G.; Wang C.","Liu, Guoqiang (55706503200); Guan, Guanghua (8943546300); Wang, Changde (8943546200)","55706503200; 8943546300; 8943546200","Transition mode of long distance water delivery project before freezing in winter","2013","Journal of Hydroinformatics","15","2","","306","320","14","15","10.2166/hydro.2012.167","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876349665&doi=10.2166%2fhydro.2012.167&partnerID=40&md5=76e264075535dbba59ae21d7a763c45f","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84876349665"
"Wang H.; Reich B.; Lim Y.H.","Wang, Hui (55331579400); Reich, Brian (12798767800); Lim, Yeo Howe (8641807200)","55331579400; 12798767800; 8641807200","A Bayesian approach to probabilistic streamflow forecasts","2013","Journal of Hydroinformatics","15","2","","381","391","10","9","10.2166/hydro.2012.080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876348058&doi=10.2166%2fhydro.2012.080&partnerID=40&md5=2df88cd66e335d19f20219d73b09ae9c","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84876348058"
"Filonovich M.S.; Azevedo R.; Rojas-Solórzano L.R.; Leal J.B.","Filonovich, M.S. (55847183900); Azevedo, R. (57195380700); Rojas-Solórzano, L.R. (6508139580); Leal, J.B. (35105261100)","55847183900; 57195380700; 6508139580; 35105261100","Credibility analysis of computational fluid dynamic simulations for compound channel flow","2013","Journal of Hydroinformatics","15","3","","926","938","12","4","10.2166/hydro.2013.187","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883579056&doi=10.2166%2fhydro.2013.187&partnerID=40&md5=a2a912f5de9319c54ad454fe17d6c232","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84883579056"
"Zelelew M.B.; Alfredsen K.","Zelelew, M.B. (55846738500); Alfredsen, K. (6603392312)","55846738500; 6603392312","Sensitivity-guided evaluation of the HBV hydrological model parameterization","2013","Journal of Hydroinformatics","15","3","","967","990","23","14","10.2166/hydro.2012.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883571297&doi=10.2166%2fhydro.2012.011&partnerID=40&md5=67a3a128f959502006d1c788bb32ee9f","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84883571297"
