Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Nerantzis, D., Stoianov, I.",56811692300;23971798600;,Adaptive Model Predictive Control for Fire Incidents in Water Distribution Networks,2022,Journal of Water Resources Planning and Management,148,2,4021102,,,,1,10.1061/(ASCE)WR.1943-5452.0001500,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120978582&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001500&partnerID=40&md5=f57cad050ca83be75c1dfc3f475cab27,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85120978582
"Assad, A., Bouferguene, A.",57210584718;8723750700;,Data Mining Algorithms for Water Main Condition Prediction - Comparative Analysis,2022,Journal of Water Resources Planning and Management,148,2,4021101,,,,3,10.1061/(ASCE)WR.1943-5452.0001512,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120976658&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001512&partnerID=40&md5=c8fef9eb24935d8315f74df09f324e80,Article,Final,,Scopus,2-s2.0-85120976658
"Yousefian, R., Duchesne, S.",57365284000;6701608476;,Modeling the Mixing Phenomenon in Water Distribution Networks: A State-of-the-Art Review,2022,Journal of Water Resources Planning and Management,148,2,3121002,,,,1,10.1061/(ASCE)WR.1943-5452.0001513,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120734427&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001513&partnerID=40&md5=ca8e875236e44be1726c9b3cbf90343f,Review,Final,,Scopus,2-s2.0-85120734427
"Candido, L.A., Coêlho, G.A.G., De Moraes, M.M.G.A., Florêncio, L.",57350509200;57363665200;56572290500;6602789160;,Review of Decision Support Systems and Allocation Models for Integrated Water Resources Management Focusing on Joint Water Quantity-Quality,2022,Journal of Water Resources Planning and Management,148,2,03121001-1,,,,10,10.1061/(ASCE)WR.1943-5452.0001496,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120623623&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001496&partnerID=40&md5=9b1aa9803039493f7957f50cdeb29826,Review,Final,,Scopus,2-s2.0-85120623623
"Pecci, F., Stoianov, I., Ostfeld, A.",56825733100;23971798600;7005595203;,Convex Heuristics for Optimal Placement and Operation of Valves and Chlorine Boosters in Water Networks,2022,Journal of Water Resources Planning and Management,148,2,4021098,,,,4,10.1061/(ASCE)WR.1943-5452.0001509,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120383033&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001509&partnerID=40&md5=b8a2df07c0261591db385f20e0ee286a,Article,Final,,Scopus,2-s2.0-85120383033
"Shelley, J., Hotchkiss, R.H., Boyd, P., Gibson, S.",35099357900;26642910500;36640321100;36102200100;,"Discharging Sediment Downstream: Case Studies in Cost Effective, Environmentally Acceptable Reservoir Sediment Management in the United States",2022,Journal of Water Resources Planning and Management,148,2,5021028,,,,1,10.1061/(ASCE)WR.1943-5452.0001494,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120381809&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001494&partnerID=40&md5=89fa1a55624f00f18dfd942764c6a82a,Article,Final,,Scopus,2-s2.0-85120381809
"Karamouz, M., Mahmoudi, S.",56243091200;57357440300;,Shallowing of Seabed Bathymetry for Flood Preparedness: Designing Nearshore BMPs,2022,Journal of Water Resources Planning and Management,148,2,e0001507,,,,1,10.1061/(ASCE)WR.1943-5452.0001507,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120340233&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001507&partnerID=40&md5=59d532f6f2af15e05b76fbf6e70b6775,Article,Final,,Scopus,2-s2.0-85120340233
"Cordeiro, C., Borges, A., Ramos, M.R.",41261060700;56587448400;54403639500;,A Strategy to Assess Water Meter Performance,2022,Journal of Water Resources Planning and Management,148,2,5021027,,,,4,10.1061/(ASCE)WR.1943-5452.0001492,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119853522&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001492&partnerID=40&md5=ffc5e652250f2b11df5b242c253ee8a3,Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85119853522
"Li, X., Liu, P., Ming, B., Huang, K., Xu, W., Wen, Y.",56381622500;56488934500;56604831200;57203535808;57212460544;55554108100;,Joint Optimization of Forward Contract and Operating Rules for Cascade Hydropower Reservoirs,2022,Journal of Water Resources Planning and Management,148,2,4021099,,,,5,10.1061/(ASCE)WR.1943-5452.0001510,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119288688&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001510&partnerID=40&md5=88f793f44b9bc71cc5ac90f600293002,Article,Final,,Scopus,2-s2.0-85119288688
"Denaro, S., Cuppari, R.I., Kern, J.D., Su, Y., Characklis, G.W.",55928654300;57226057901;55966827000;57193567145;6603397589;,Assessing the Bonneville Power Administration's Financial Vulnerability to Hydrologic Variability,2022,Journal of Water Resources Planning and Management,148,10,5022006,,,,,10.1061/(ASCE)WR.1943-5452.0001590,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134896111&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001590&partnerID=40&md5=342b01f7f39eeb9b51fd070d9ea4f26f,Article,Final,,Scopus,2-s2.0-85134896111
"Gorev, N.B., Gorev, V.N., Kodzhespirova, I.F., Shedlovsky, I.A., Sivakumar, P.",7007026723;55047688400;6603223371;57203781089;55266030000;,Erratum: Technique for the pressure-driven analysis of water distribution networks with flow- And pressure-regulating valves (Journal of Water Resources Planning and Management DOI: 10.1061/(ASCE)WR.1943-5452.0001357),2022,Journal of Water Resources Planning and Management,148,1,8221003,,,,,10.1061/(ASCE)WR.1943-5452.0001505,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119193177&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001505&partnerID=40&md5=3de8ff4059439e499bbdcfab90306d0a,Erratum,Final,"All Open Access, Bronze",Scopus,2-s2.0-85119193177
"Brito, B.H., Finardi, E.C., Takigawa, F.Y.K., Pereira, A.I., Gosmann, R.P., Weiss, L.A., Fernandes, A., De Assis Morais, D.T.S.",57159395100;8971587100;38562205600;57296500000;57209453575;57209452979;57297033400;57295962300;,Exploring Symmetry in a Short-Term Hydro Scheduling Problem: The Case of the Santo Antônio Hydro Plant,2022,Journal of Water Resources Planning and Management,148,1,5021026,,,,2,10.1061/(ASCE)WR.1943-5452.0001495,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119183602&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001495&partnerID=40&md5=dd6cd8e6026bbbd1e67cc04bdcae3935,Article,Final,,Scopus,2-s2.0-85119183602
"Pryor, J.W., Zhang, Q., Arias, M.E.",57337628400;37035558800;23011471800;,"Integrating Climate Change, Hydrology, and Water Footprint to Measure Water Scarcity in Lesotho, Africa",2022,Journal of Water Resources Planning and Management,148,1,5021025,,,,1,10.1061/(ASCE)WR.1943-5452.0001502,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119053650&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001502&partnerID=40&md5=079465f38bad160643765c5c3c03886f,Article,Final,,Scopus,2-s2.0-85119053650
"Malek, K., Reed, P., Zeff, H., Hamilton, A., Wrzesien, M., Holtzman, N., Steinschneider, S., Herman, J., Pavelsky, T.",56574840600;7202010819;55815991900;36193950000;56340013900;57216341720;36337224700;36925285300;6504512777;,Bias Correction of Hydrologic Projections Strongly Impacts Inferred Climate Vulnerabilities in Institutionally Complex Water Systems,2022,Journal of Water Resources Planning and Management,148,1,4021095,,,,4,10.1061/(ASCE)WR.1943-5452.0001493,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118920024&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001493&partnerID=40&md5=fcf89ae2f840d1971c15201b6ada553c,Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85118920024
"Marzola, I., Mazzoni, F., Alvisi, S., Franchini, M.",57222416727;57222523550;55996164000;7103375106;,Leakage Detection and Localization in a Water Distribution Network through Comparison of Observed and Simulated Pressure Data,2022,Journal of Water Resources Planning and Management,148,1,4021096,,,,10,10.1061/(ASCE)WR.1943-5452.0001503,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118866785&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001503&partnerID=40&md5=db53c68e6ff9e635170d09a5718846cf,Article,Final,,Scopus,2-s2.0-85118866785
"Marsili, V., Meniconi, S., Alvisi, S., Brunone, B., Franchini, M.",57217222449;57200611603;55996164000;6603067350;7103375106;,Stochastic Approach for the Analysis of Demand Induced Transients in Real Water Distribution Systems,2022,Journal of Water Resources Planning and Management,148,1,4021093,,,,9,10.1061/(ASCE)WR.1943-5452.0001498,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118771756&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001498&partnerID=40&md5=9bae1620c46c627dbbc1fd88a2e95aa4,Article,Final,,Scopus,2-s2.0-85118771756
"Mohanty, M., Tare, V.",57327785700;9246074500;,Anthropogenic Interventions in Watersheds on River Flow Health: Assessment Using Bootstrapped Principal Component Analysis,2022,Journal of Water Resources Planning and Management,148,1,4021094,,,,1,10.1061/(ASCE)WR.1943-5452.0001499,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118716042&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001499&partnerID=40&md5=a137f833715b8b8e5dd4c88ac8679737,Article,Final,,Scopus,2-s2.0-85118716042
"Mahmoodzadeh, D., Karamouz, M.",55917889300;56243091200;,A Hydroeconomic Simulation-Optimization Framework to Assess the Cooperative Game Theory in Coastal Groundwater Management,2022,Journal of Water Resources Planning and Management,148,1,4021092,,,,,10.1061/(ASCE)WR.1943-5452.0001482,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118370204&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001482&partnerID=40&md5=aa53c5dfd315a7a143c0a8309050ad7b,Article,Final,,Scopus,2-s2.0-85118370204
"Mirchi, A., Glodzik, K., Sukop, M.C.",43261607600;57195722221;6602473067;,Managing Water Stress and Climate Risk in South Florida,2022,Journal of Water Resources Planning and Management,148,1,2021001,,,,,10.1061/(ASCE)WR.1943-5452.0001479,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118310200&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001479&partnerID=40&md5=597fa4cf226c368d65bba794f4b5747c,Note,Final,"All Open Access, Bronze",Scopus,2-s2.0-85118310200
"Rankin, D.A., Orchard, S., Brooks, A.",57214233911;57195253899;57316292500;,"Cumulative Impacts of Water Abstraction on a Recreational Salmon Fishery on the Rangitata River, New Zealand",2022,Journal of Water Resources Planning and Management,148,1,5021024,,,,,10.1061/(ASCE)WR.1943-5452.0001488,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118226378&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001488&partnerID=40&md5=728312f6d1d627706fa937451da632d5,Article,Final,,Scopus,2-s2.0-85118226378
"Mitrovic, D., Novara, D., García Morillo, J., Rodríguez Díaz, J.A., Mc Nabola, A.",57222168439;57203354272;56410641900;8551332200;23035686600;,Prediction of Global Efficiency and Economic Viability of Replacing PRVs with Hydraulically Regulated Pump-as-Turbines at Instrumented Sites within Water Distribution Networks,2022,Journal of Water Resources Planning and Management,148,1,4021089,,,,2,10.1061/(ASCE)WR.1943-5452.0001483,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118226343&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001483&partnerID=40&md5=4195f290085efb06a1d14be7a739f98c,Article,Final,,Scopus,2-s2.0-85118226343
"Elhay, S., Piller, O., Deuerlein, J.W., Simpson, A.R.",6603023411;23091947000;23972116900;7402780493;,An Interior Point Method Applied to Flow Constraints in a Pressure-Dependent Water Distribution System,2022,Journal of Water Resources Planning and Management,148,1,4021090,,,,2,10.1061/(ASCE)WR.1943-5452.0001484,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118212700&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001484&partnerID=40&md5=99d58c4389266c411e21c4d458a9c8b4,Article,Final,,Scopus,2-s2.0-85118212700
"Manteigas, M., Andrade-Campos, A., Antunes, A., Coelho, B.",57315741600;6507668318;57220011127;33367538000;,Cost-Efficient Algorithms for a Pump Horizon Control in Water Supply System,2022,Journal of Water Resources Planning and Management,148,1,4021091,,,,1,10.1061/(ASCE)WR.1943-5452.0001491,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118192554&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001491&partnerID=40&md5=e063cedef42023e5e322c407bf67d7eb,Article,Final,,Scopus,2-s2.0-85118192554
"Walski, T.",35270422800;,"Discussion of ""regularization of an inverse problem for parameter estimation in water distribution systems"" by alexander waldron, filippo pecci, and ivan stoianov",2021,Journal of Water Resources Planning and Management,147,12,7021020,,,,2,10.1061/(ASCE)WR.1943-5452.0001489,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117343727&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001489&partnerID=40&md5=c38efca534950e69881c8dc7fa178cc7,Note,Final,,Scopus,2-s2.0-85117343727
"Waldron, A., Pecci, F., Stoianov, I.",57219330749;56825733100;23971798600;,"Closure to ""regularization of an inverse problem for parameter estimation in water distribution systems"" by alexander waldron, filippo pecci, and ivan stoianov",2021,Journal of Water Resources Planning and Management,147,12,7021021,,,,2,10.1061/(ASCE)WR.1943-5452.0001490,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117311029&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001490&partnerID=40&md5=74cea5b1ced5e3ef1612bd00e95c7a56,Review,Final,,Scopus,2-s2.0-85117311029
"Fontana, N., Marini, G.",24721333100;23485764200;,A Methodology to Assess Optimal Operation of a Prototype for Pressure Regulation and Hydropower Generation,2021,Journal of Water Resources Planning and Management,147,12,4021088,,,,,10.1061/(ASCE)WR.1943-5452.0001475,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116868274&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001475&partnerID=40&md5=211b7a0fe65a2ac0d5f102a6a934d165,Article,Final,,Scopus,2-s2.0-85116868274
"De Oliveira, P.J.A., Boccelli, D.L.",57198778700;6602216194;,Water Distribution Nodal Demand Clustering Based on Network Flow Measurements,2021,Journal of Water Resources Planning and Management,147,12,4021087,,,,,10.1061/(ASCE)WR.1943-5452.0001485,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116862157&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001485&partnerID=40&md5=ceac5ec4d5d8d4627d7ae39fe9098959,Article,Final,,Scopus,2-s2.0-85116862157
"Yates, D., Mehta, V.K., Huber-Lee, A., McCluskey, A., Purkey, D.",7103213245;7102296586;16678791900;7004402360;6603305041;,Exploring the Water-Energy Nexus in California via an Integrative Modeling Approach,2021,Journal of Water Resources Planning and Management,147,12,4021084,,,,,10.1061/(ASCE)WR.1943-5452.0001431,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116497052&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001431&partnerID=40&md5=7bb4856891e799c3125bdaa95a7fbf1e,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85116497052
"Kamal, R., Zhu, D.Z., Crossman, J.A., Leake, A.",57190016034;7403598685;36839100600;43261281300;,A System Model for Total Dissolved Gas Risk Assessment Due to Multidam Spill Operations,2021,Journal of Water Resources Planning and Management,147,12,4021086,,,,2,10.1061/(ASCE)WR.1943-5452.0001487,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116265762&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001487&partnerID=40&md5=b56151eff86fab8679b9005daa47a6bb,Article,Final,,Scopus,2-s2.0-85116265762
"Wang, H., Wanakule, N., Asefa, T.",57218524336;56619616000;8404132000;,Examining Effectiveness of Optimal Groundwater Management at Multiple Timescales in Tampa Bay Region,2021,Journal of Water Resources Planning and Management,147,12,4021085,,,,,10.1061/(ASCE)WR.1943-5452.0001486,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116244715&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001486&partnerID=40&md5=ad7d0b3a97954f9b9fb4e876f6b2a182,Article,Final,,Scopus,2-s2.0-85116244715
"Fontana, N., Marini, G., Creaco, E.",24721333100;23485764200;56037591400;,Comparison of PAT Installation Layouts for Energy Recovery from Water Distribution Networks,2021,Journal of Water Resources Planning and Management,147,12,4021083,,,,3,10.1061/(ASCE)WR.1943-5452.0001480,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116226537&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001480&partnerID=40&md5=b8603b3d24bcdce391619c1f9953b772,Article,Final,,Scopus,2-s2.0-85116226537
"Zhao, T., Minsker, B.",56331843500;6701548472;,Efficient Metamodel Approach to Handling Constraints in Nonlinear Optimization for Drought Management,2021,Journal of Water Resources Planning and Management,147,12,4021082,,,,2,10.1061/(ASCE)WR.1943-5452.0001476,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116205840&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001476&partnerID=40&md5=594a56853ab90d0b7680c268da62561d,Article,Final,,Scopus,2-s2.0-85116205840
"Jun, S., Jung, D., Lansey, K.E.",26655735600;55263904900;7006358548;,Comparison of Imputation Methods for End-User Demands in Water Distribution Systems,2021,Journal of Water Resources Planning and Management,147,12,4021080,,,,7,10.1061/(ASCE)WR.1943-5452.0001477,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116072911&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001477&partnerID=40&md5=c588303cc4c609b92fe3ffae311158e8,Article,Final,,Scopus,2-s2.0-85116072911
"Haxton, T., Klise, K.A., Laky, D., Murray, R., Laird, C.D., Burkhardt, J.B.",35114938800;14121461300;57200295457;35409986100;8690226100;56710980300;,Evaluating Manual Sampling Locations for Regulatory and Emergency Response,2021,Journal of Water Resources Planning and Management,147,12,4021081,,,,,10.1061/(ASCE)WR.1943-5452.0001473,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116034284&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001473&partnerID=40&md5=6b95b6f2377b624913ed95946661dff8,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85116034284
"Meyer, B.E., Nguyen, K., Beal, C.D., Jacobs, H.E., Buchberger, S.G.",57210636178;55629695700;9336033200;7402131817;7004042155;,Classifying Household Water Use Events into Indoor and Outdoor Use: Improving the Benefits of Basic Smart Meter Data Sets,2021,Journal of Water Resources Planning and Management,147,12,4021079,,,,3,10.1061/(ASCE)WR.1943-5452.0001471,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115805271&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001471&partnerID=40&md5=8a0a741552372bcf0abb92cb222a8343,Article,Final,,Scopus,2-s2.0-85115805271
"Walters, J.P., Alcayaga, H., Busco, C., Araya, T.",57214810216;24385545900;56485789400;57259686600;,Mapping and Managing Organization Objectives: A Case Study of the Alto Maipo Hydroelectric Project in Chile,2021,Journal of Water Resources Planning and Management,147,11,5021022,,,,,10.1061/(ASCE)WR.1943-5452.0001474,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114963437&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001474&partnerID=40&md5=c7cf4bd8a909ebc97bdc2bb7c866312f,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85114963437
